lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,33_dbm,25_dbm,181_dbm,208_dbm,188_dbm,246_dbm,200_dbm,timestamp,intersection_points,label
24.7892976,120.9950859,9.506999969482422,353.33673095703125,0.0,59.699997,51.36,7.98,-3.5907223,-88,0,0,0,0,0,0,16,0,0
24.7892976,120.9950859,9.506999969482422,353.33673095703125,0.0,58.02,54.539997,33.78,-82.43991,-88,0,0,0,0,0,0,16,0,0
24.7893097,120.9950819,9.538999557495117,353.2019348144531,0.0,-28.26,3.4199998,-8.04,-76.111786,-88,0,0,0,0,0,0,16,0,0
24.7893097,120.9950819,9.538999557495117,353.2019348144531,0.0,-23.1,-9.0,-27.539999,-62.368534,-88,0,0,0,0,0,0,16,0,0
24.7893244,120.9950771,9.64799976348877,357.780029296875,0.0,-11.82,29.76,-2.04,7.673279,-90,0,0,0,0,0,0,16,0,0
24.7893244,120.9950771,9.64799976348877,357.780029296875,0.0,-17.22,27.599998,4.98,26.19428,-90,0,0,0,0,0,0,16,0,0
24.7893244,120.9950771,9.64799976348877,357.780029296875,0.0,-29.699999,-10.5,-17.34,-135.89606,-90,0,0,0,0,0,0,16,0,0
24.7893244,120.9950771,9.64799976348877,357.780029296875,0.0,-24.3,-4.74,-26.099998,-112.77419,-90,0,0,0,0,0,0,16,0,0
24.7893428,120.9950712,9.788000106811523,5.57368803024292,0.0,-14.46,30.179998,-1.26,21.016214,-90,0,0,0,0,0,0,16,0,0
24.7893428,120.9950712,9.788000106811523,5.57368803024292,0.0,-27.119999,18.72,5.3399997,42.570053,-90,0,0,0,0,0,0,16,0,0
24.7893553,120.9950672,9.748000144958496,2.1567556858062744,0.0,-27.96,-13.62,-22.08,-58.262825,-90,0,0,0,0,0,0,16,0,0
24.7893553,120.9950672,9.748000144958496,2.1567556858062744,0.0,-19.619999,1.4399999,-30.179998,-90.64625,-90,0,0,0,0,0,0,16,0,0
24.7893553,120.9950672,9.748000144958496,2.1567556858062744,0.0,-18.72,26.58,4.2599998,56.023796,-90,0,0,0,0,0,0,16,0,0
24.7893553,120.9950672,9.748000144958496,2.1567556858062744,0.0,-31.32,9.48,-10.8,10.27135,-90,0,0,0,0,0,0,16,0,0
24.7893784,120.9950562,9.746999740600586,355.3197021484375,0.0,-20.52,-9.42,-30.06,-59.54101,-90,0,0,0,0,0,0,16,0,0
24.7893922,120.9950506,9.781000137329102,353.3658752441406,0.0,-23.519999,14.5199995,-18.66,-12.233479,-90,0,0,0,0,0,0,16,0,0
24.7893922,120.9950506,9.781000137329102,353.3658752441406,0.0,-22.199999,21.9,-11.58,30.182432,-90,0,0,0,0,0,0,16,0,0
24.7893922,120.9950506,9.781000137329102,353.3658752441406,0.0,-22.98,-3.4199998,-28.439999,-110.83731,-92,0,0,0,0,0,0,16,0,0
24.7893922,120.9950506,9.781000137329102,353.3658752441406,0.0,-10.62,-11.099999,-36.899998,-114.474205,-92,0,0,0,0,0,0,16,0,0
24.7894154,120.9950378,9.805999755859375,348.973876953125,0.0,-19.08,22.859999,-14.759999,26.899612,-92,0,0,0,0,0,0,16,0,0
24.7894154,120.9950378,9.805999755859375,348.973876953125,0.0,-19.859999,9.9,-25.8,-3.3860579,-92,0,0,0,0,0,0,16,0,0
24.7894281,120.995032,9.800999641418457,347.9521789550781,0.0,-2.6399999,-8.7,-39.18,-27.224869,-92,0,0,0,0,0,0,16,0,0
24.7894281,120.995032,9.800999641418457,347.9521789550781,0.0,-11.04,15.9,-29.16,-58.28331,-92,0,0,0,0,0,0,16,0,0
24.7894281,120.995032,9.800999641418457,347.9521789550781,0.0,-11.219999,31.5,-4.74,55.020077,-92,0,0,0,0,0,0,16,0,0
24.7894281,120.995032,9.800999641418457,347.9521789550781,0.0,-24.18,5.94,-24.0,-90.50212,-92,0,0,0,0,0,0,16,0,0
24.7894494,120.9950195,9.902999877929688,345.3147277832031,0.0,-17.1,-20.46,-29.82,8.219882,-92,0,0,0,0,0,0,16,0,0
24.7894494,120.9950195,9.902999877929688,345.3147277832031,0.0,-11.28,24.96,-16.68,-14.538316,-92,0,0,0,0,0,0,16,0,0
24.7894669,120.9950085,9.881999969482422,343.0196533203125,0.0,-13.0199995,28.439999,-2.76,41.829914,-92,0,0,0,0,0,0,16,0,0
24.7894669,120.9950085,9.881999969482422,343.0196533203125,0.0,-19.68,-2.82,-27.119999,-123.87415,-92,0,0,0,0,0,0,16,0,0
24.7894669,120.9950085,9.881999969482422,343.0196533203125,0.0,-14.04,-15.24,-31.92,-109.430954,-92,0,0,0,0,0,0,16,0,0
24.7894842,120.9949967,9.857000350952148,340.528076171875,0.0,-11.04,25.439999,-14.58,-1.8727739,-92,0,0,0,0,0,0,16,0,0
24.7894842,120.9949967,9.857000350952148,340.528076171875,0.0,-18.779999,19.26,-18.84,-0.56600624,0,-87,0,0,0,0,0,16,0,0
24.7895016,120.9949858,9.831999778747559,338.5048522949219,0.0,-14.28,-16.26,-32.82,-70.9348,0,-87,0,0,0,0,0,16,0,0
24.7895016,120.9949858,9.831999778747559,338.5048522949219,0.0,-10.26,-7.2,-36.36,-109.00652,0,-87,0,0,0,0,0,16,0,0
24.7895016,120.9949858,9.831999778747559,338.5048522949219,0.0,-14.88,25.5,-13.86,22.496647,0,-87,0,0,0,0,0,16,0,0
24.7895016,120.9949858,9.831999778747559,338.5048522949219,0.0,-19.8,9.12,-24.42,-27.671337,0,-87,0,0,0,0,0,16,0,0
24.7895182,120.9949761,9.850000381469727,336.9971618652344,0.0,-4.5,-20.039999,-37.02,-6.742383,0,-87,0,0,0,0,0,16,0,0
24.7895182,120.9949761,9.850000381469727,336.9971618652344,0.0,-10.74,3.0,-36.36,-83.386375,0,-87,0,0,0,0,0,16,0,0
24.7895351,120.9949658,9.890999794006348,335.8127746582031,0.0,-14.58,24.48,-18.84,74.10523,0,-87,0,0,0,0,0,16,0,0
24.7895351,120.9949658,9.890999794006348,335.8127746582031,0.0,-23.58,-3.72,-30.72,-95.6831,0,-87,0,0,0,0,0,16,0,0
24.7895351,120.9949658,9.890999794006348,335.8127746582031,0.0,-8.28,-25.92,-36.059998,-30.567886,0,-87,0,0,0,0,0,16,0,0
24.7895513,120.9949556,9.869999885559082,334.9990539550781,0.0,-12.84,12.54,-33.54,-60.36248,0,-87,0,0,0,0,0,16,0,0
24.7895513,120.9949556,9.869999885559082,334.9990539550781,0.0,-13.2,27.9,-17.58,-2.1121182,0,-87,0,0,0,0,0,16,0,0
24.7895663,120.9949458,9.86400032043457,333.8852844238281,0.0,-15.96,-4.5,-37.38,-119.79369,0,-87,0,0,0,0,0,16,0,0
24.7895663,120.9949458,9.86400032043457,333.8852844238281,0.0,-10.0199995,-22.92,-36.78,-75.60434,0,-87,0,0,0,0,0,16,0,0
24.7895663,120.9949458,9.86400032043457,333.8852844238281,0.0,-11.16,26.039999,-20.699999,-24.222143,0,-87,0,0,0,0,0,16,0,0
24.7895789,120.9949371,9.83899974822998,332.50750732421875,0.0,-18.18,27.18,-13.98,1.1393934,0,-87,0,0,0,0,0,16,0,0
24.7895789,120.9949371,9.83899974822998,332.50750732421875,0.0,-16.8,-17.22,-35.7,-101.213326,0,-87,0,0,0,0,0,16,0,0
24.7895789,120.9949371,9.83899974822998,332.50750732421875,0.0,-13.799999,-26.22,-33.42,-112.658485,0,-87,0,0,0,0,0,16,0,0
24.789589,120.9949283,9.729000091552734,330.924560546875,0.0,-19.619999,15.719999,-25.68,-33.811314,0,0,-94,0,0,0,0,16,0,0
24.789589,120.9949283,9.729000091552734,330.924560546875,0.0,-25.199999,11.88,-22.38,-3.2555041,0,0,-94,0,0,0,0,16,0,0
24.789589,120.9949283,9.729000091552734,330.924560546875,0.0,-10.92,-22.199999,-35.399998,-72.07011,0,0,-94,0,0,0,0,16,0,0
24.7895998,120.9949159,9.682000160217285,327.88958740234375,0.0,-11.46,-18.359999,-36.18,-113.51343,0,0,-94,0,0,0,0,16,0,0
24.7895998,120.9949159,9.682000160217285,327.88958740234375,0.0,-15.36,18.359999,-24.6,2.9449987,0,0,-94,0,0,0,0,16,0,0
24.7895998,120.9949159,9.682000160217285,327.88958740234375,0.0,-20.46,6.66,-28.08,-20.911259,0,0,-94,0,0,0,0,16,0,0
24.789609,120.9949024,9.793000221252441,324.8044738769531,0.0,-4.2599998,-33.84,-32.52,67.65131,0,0,-94,0,0,0,0,16,0,0
24.789609,120.9949024,9.793000221252441,324.8044738769531,0.0,-15.78,-20.4,-33.18,-120.054565,0,-88,0,0,0,0,0,16,0,0
24.789609,120.9949024,9.793000221252441,324.8044738769531,0.0,-17.82,18.3,-23.46,20.953217,0,-88,0,0,0,0,0,16,0,0
24.7896183,120.9948855,9.831000328063965,320.77166748046875,0.0,-20.64,1.38,-31.08,-73.74782,0,-88,0,0,0,0,0,16,0,0
24.7896183,120.9948855,9.831000328063965,320.77166748046875,0.0,-8.88,-27.72,-34.92,77.86106,0,-88,0,0,0,0,0,16,0,0
24.7896283,120.9948736,9.812000274658203,319.552490234375,0.0,-20.699999,-0.12,-32.7,-89.61444,0,-88,0,0,0,0,0,16,0,0
24.7896283,120.9948736,9.812000274658203,319.552490234375,0.0,-11.7,21.6,-25.26,73.9608,0,-88,0,0,0,0,0,16,0,0
24.7896283,120.9948736,9.812000274658203,319.552490234375,0.0,-14.88,-3.1799998,-35.94,-97.16552,0,-88,0,0,0,0,0,16,0,0
24.7896283,120.9948736,9.812000274658203,319.552490234375,0.0,-0.48,-29.82,-34.02,96.79556,0,-88,0,0,0,0,0,16,0,0
24.7896381,120.994857,9.821000099182129,316.3519592285156,0.0,-17.76,-4.3199997,-34.32,-94.99088,0,-88,0,0,0,0,0,16,0,0
24.7896381,120.994857,9.821000099182129,316.3519592285156,0.0,-17.1,20.4,-21.72,52.28895,0,-88,0,0,0,0,0,16,0,0
24.7896474,120.9948444,9.819999694824219,315.49365234375,0.0,-12.599999,-15.96,-34.86,-127.93764,0,-88,0,0,0,0,0,16,0,0
24.7896474,120.9948444,9.819999694824219,315.49365234375,0.0,-1.74,-35.28,-29.279999,-41.1918,0,-86,0,0,0,0,0,16,0,0
24.7896474,120.9948444,9.819999694824219,315.49365234375,0.0,-17.52,1.9799999,-29.039999,-44.452065,0,-86,0,0,0,0,0,16,0,0
24.7896474,120.9948444,9.819999694824219,315.49365234375,0.0,-18.779999,3.8999999,-26.58,-16.54961,0,-86,0,0,0,0,0,16,0,0
24.7896558,120.9948274,9.869999885559082,313.2198791503906,0.0,-1.14,-30.96,-30.3,-123.71539,0,-86,0,0,0,0,0,16,0,0
24.7896558,120.9948274,9.869999885559082,313.2198791503906,0.0,1.5,-34.32,-29.58,-125.46411,0,-86,0,0,0,0,0,16,0,0
24.7896642,120.9948104,9.817000389099121,311.6563415527344,0.0,-15.839999,6.66,-27.359999,-5.3628387,0,-86,0,0,0,0,0,16,0,0
24.7896642,120.9948104,9.817000389099121,311.6563415527344,0.0,-16.38,-0.29999998,-29.88,-42.879787,0,-86,0,0,0,0,0,16,0,0
24.7896642,120.9948104,9.817000389099121,311.6563415527344,0.0,6.42,-36.899998,-28.26,100.08344,0,-86,0,0,0,0,0,16,0,0
24.7896642,120.9948104,9.817000389099121,311.6563415527344,0.0,-11.58,-24.359999,-29.88,-129.5074,0,-86,0,0,0,0,0,16,0,0
24.7896716,120.9947946,9.777000427246094,310.1900634765625,0.0,-14.94,9.3,-25.14,36.869728,0,-89,0,0,0,0,0,16,0,0
24.7896716,120.9947946,9.777000427246094,310.1900634765625,0.0,-12.599999,-9.36,-31.56,-111.376656,0,-89,0,0,0,0,0,16,0,0
24.7896796,120.9947774,9.720000267028809,308.7149963378906,0.0,1.5,-41.04,-22.5,118.56038,0,-89,0,0,0,0,0,16,0,0
24.7896796,120.9947774,9.720000267028809,308.7149963378906,0.0,-20.16,1.14,-25.439999,-79.84162,0,-89,0,0,0,0,0,16,0,0
24.7896796,120.9947774,9.720000267028809,308.7149963378906,0.0,-9.12,16.859999,-23.22,-6.7723584,0,-89,0,0,0,0,0,16,0,0
24.7896859,120.9947614,9.593000411987305,307.1761169433594,0.0,16.68,-18.42,-36.3,-113.52782,0,-89,0,0,0,0,0,16,0,0
24.7896859,120.9947614,9.593000411987305,307.1761169433594,0.0,28.14,-12.54,-28.439999,-119.366325,0,-89,0,0,0,0,0,16,0,0
24.7896904,120.9947471,9.647000312805176,305.5577697753906,0.0,23.46,1.56,-33.48,-48.694977,0,-89,0,0,0,0,0,16,0,0
24.7896904,120.9947471,9.647000312805176,305.5577697753906,0.0,24.3,5.8799996,-31.199999,-63.638123,0,-89,0,0,0,0,0,16,0,0
24.7896904,120.9947471,9.647000312805176,305.5577697753906,0.0,30.3,0.12,-29.16,-79.818985,0,-89,0,0,0,0,0,16,0,0
24.789696,120.9947357,9.706999778747559,305.8113098144531,0.0,31.26,-4.2599998,-27.84,-96.86571,0,-89,0,0,0,0,0,16,0,0
24.789696,120.9947357,9.706999778747559,305.8113098144531,0.0,25.56,3.3,-33.0,-52.215916,0,-89,0,0,0,0,0,16,0,0
24.789696,120.9947357,9.706999778747559,305.8113098144531,0.0,26.939999,4.56,-32.88,-36.530445,0,-89,0,0,0,0,0,16,0,0
24.789696,120.9947357,9.706999778747559,305.8113098144531,0.0,30.42,-0.06,-29.279999,-90.33415,0,-89,0,0,0,0,0,16,0,0
24.789696,120.9947357,9.706999778747559,305.8113098144531,0.0,29.4,-3.48,-29.46,-81.43112,0,-89,0,0,0,0,0,16,0,0
24.7897009,120.9947207,9.692999839782715,305.84222412109375,0.0,27.24,0.17999999,-32.94,8.184406,0,-89,0,0,0,0,0,16,0,0
24.7897009,120.9947207,9.692999839782715,305.84222412109375,0.0,30.84,-4.2,-28.019999,-80.71559,0,-89,0,0,0,0,0,16,0,0
24.7897009,120.9947207,9.692999839782715,305.84222412109375,0.0,32.1,-9.48,-26.16,-106.567444,0,-89,0,0,0,0,0,16,0,0
24.7897009,120.9947207,9.692999839782715,305.84222412109375,0.0,28.859999,-11.58,-29.279999,-86.92781,0,-89,0,0,0,0,0,16,0,0
24.7897009,120.9947207,9.692999839782715,305.84222412109375,0.0,28.08,-7.3799996,-30.0,-84.30888,0,-89,0,0,0,0,0,16,0,0
24.7897074,120.994689,9.619999885559082,304.042236328125,0.0,34.44,-9.54,-24.779999,-85.967964,0,-89,0,0,0,0,0,16,0,0
24.7897074,120.994689,9.619999885559082,304.042236328125,0.0,32.52,-11.5199995,-26.099998,-103.62807,0,-89,0,0,0,0,0,16,0,0
24.7897074,120.994689,9.619999885559082,304.042236328125,0.0,26.039999,0.17999999,-32.16,-49.10149,0,-89,0,0,0,0,0,16,0,0
24.7897074,120.994689,9.619999885559082,304.042236328125,0.0,29.279999,-0.59999996,-30.119999,-47.680645,0,-89,0,0,0,0,0,16,0,0
24.7897041,120.9946646,9.722000122070312,300.5168151855469,0.0,32.579998,-14.94,-23.22,-111.4265,0,-89,0,0,0,0,0,16,0,0
24.7897051,120.9946462,9.809000015258789,298.7627868652344,0.0,31.38,-12.96,-27.06,-107.941795,0,-89,0,0,0,0,0,16,0,0
24.7897051,120.9946462,9.809000015258789,298.7627868652344,0.0,12.48,7.5,-39.54,6.0447087,0,-89,0,0,0,0,0,16,0,0
24.7897051,120.9946462,9.809000015258789,298.7627868652344,0.0,6.96,-2.1599998,-39.3,-38.421497,0,-89,0,0,0,0,0,16,0,0
24.7897005,120.9946232,9.890999794006348,295.63323974609375,0.0,15.78,-29.4,-23.88,12.709295,0,-89,0,0,0,0,0,16,0,0
24.7897005,120.9946232,9.890999794006348,295.63323974609375,0.0,-2.6399999,-22.14,-33.66,-123.27067,0,-89,0,0,0,0,0,16,0,0
24.7897005,120.9946232,9.890999794006348,295.63323974609375,0.0,-17.039999,4.7999997,-37.2,46.86854,0,-89,0,0,0,0,0,16,0,0
24.7896959,120.9946023,9.946999549865723,292.5597839355469,0.0,-9.24,-11.34,-37.559998,-90.73563,0,-89,0,0,0,0,0,16,0,0
24.7896959,120.9946023,9.946999549865723,292.5597839355469,0.0,3.1799998,-36.0,-18.24,104.90887,0,0,0,-84,0,0,0,16,0,0
24.7896941,120.9945855,9.913999557495117,290.0458679199219,0.0,-19.14,-9.78,-33.96,-99.826,0,0,0,-84,0,0,0,16,0,0
24.7896941,120.9945855,9.913999557495117,290.0458679199219,0.0,-20.039999,0.96,-35.94,82.010414,0,0,0,-84,0,0,0,16,0,0
24.7896941,120.9945855,9.913999557495117,290.0458679199219,0.0,-0.84,-23.58,-32.1,-130.72955,0,0,0,-84,0,0,0,16,0,0
24.7896941,120.9945855,9.913999557495117,290.0458679199219,0.0,5.4,-38.04,-14.88,165.74945,0,0,0,-84,0,0,0,16,0,0
24.7896838,120.9945639,9.89799976348877,284.150634765625,0.0,-17.52,-14.099999,-33.0,-85.48668,0,0,0,-84,0,0,0,16,0,0
24.7896838,120.9945639,9.89799976348877,284.150634765625,0.0,-17.64,-4.02,-36.42,38.068306,0,0,0,-84,0,0,0,16,0,0
24.7896838,120.9945639,9.89799976348877,284.150634765625,0.0,6.42,-30.84,-25.32,-119.4805,0,0,0,-84,0,0,0,16,0,0
24.7896825,120.9945469,9.954000473022461,282.5110168457031,0.0,-2.9399998,-36.899998,-15.42,-152.46664,0,0,0,-84,0,0,0,16,0,0
24.7896825,120.9945469,9.954000473022461,282.5110168457031,0.0,-25.68,0.78,-32.82,15.707187,0,0,0,-84,0,0,0,16,0,0
24.7896825,120.9945469,9.954000473022461,282.5110168457031,0.0,-21.119999,-5.1,-34.2,-12.056588,0,0,0,-84,0,0,0,16,0,0
24.7896759,120.9945266,9.944000244140625,279.3584289550781,0.0,7.2,-32.88,-21.96,30.187197,0,0,0,-84,0,0,0,16,0,0
24.7896759,120.9945266,9.944000244140625,279.3584289550781,0.0,-17.82,-26.76,-24.06,-138.00435,0,0,0,-84,0,0,0,16,0,0
24.7896688,120.9945074,9.894000053405762,276.3519592285156,0.0,-27.24,3.0,-30.96,58.427174,0,0,-85,0,0,0,0,16,0,0
24.7896688,120.9945074,9.894000053405762,276.3519592285156,0.0,-14.639999,-14.88,-33.719997,-110.16155,0,0,-85,0,0,0,0,16,0,0
24.7896688,120.9945074,9.894000053405762,276.3519592285156,0.0,4.44,-36.78,-15.719999,154.0529,0,0,-85,0,0,0,0,16,0,0
24.7896613,120.9944894,9.895000457763672,273.1420593261719,0.0,-8.099999,-26.46,-28.619999,-138.88255,0,0,-85,0,0,0,0,16,0,0
24.7896613,120.9944894,9.895000457763672,273.1420593261719,0.0,-9.9,-5.64,-40.079998,79.00774,0,0,-85,0,0,0,0,16,0,0
24.7896613,120.9944894,9.895000457763672,273.1420593261719,0.0,3.48,-34.14,-21.48,-149.72198,0,0,-85,0,0,0,0,16,0,0
24.7896613,120.9944894,9.895000457763672,273.1420593261719,0.0,5.04,-38.879997,-9.599999,-169.55771,0,0,-85,0,0,0,0,16,0,0
24.78965,120.9944706,9.909000396728516,268.5744323730469,0.0,-10.62,-15.42,-36.66,-67.692245,0,0,-85,0,0,0,0,16,0,0
24.78965,120.9944706,9.909000396728516,268.5744323730469,0.0,-13.98,-4.3199997,-38.64,-18.23786,0,0,-85,0,0,0,0,16,0,0
24.7896457,120.9944551,9.956000328063965,267.6981506347656,0.0,4.98,-30.3,-26.939999,-135.69939,0,0,-85,0,0,0,0,16,0,0
24.7896457,120.9944551,9.956000328063965,267.6981506347656,0.0,8.88,-33.66,-21.06,-145.86166,0,0,-85,0,0,0,0,16,0,0
24.7896457,120.9944551,9.956000328063965,267.6981506347656,0.0,-3.1799998,-7.56,-40.2,13.696105,0,0,-85,0,0,0,0,16,0,0
24.7896457,120.9944551,9.956000328063965,267.6981506347656,0.0,1.68,-23.34,-33.239998,-71.070816,0,0,-85,0,0,0,0,16,0,0
24.7896366,120.9944377,9.996000289916992,265.1263427734375,0.0,10.44,-37.5,-11.16,179.20718,0,0,-85,0,0,0,0,16,0,0
24.7896366,120.9944377,9.996000289916992,265.1263427734375,0.0,0.59999996,-31.859999,-24.6,-141.96222,0,0,-85,0,0,0,0,16,0,0
24.7896328,120.9944232,10.01099967956543,264.1443176269531,0.0,-4.2599998,-10.38,-39.66,46.459553,0,0,-85,0,0,0,0,16,0,0
24.7896328,120.9944232,10.01099967956543,264.1443176269531,0.0,7.02,-30.96,-24.24,-140.0504,0,0,-85,0,0,0,0,16,0,0
24.7896328,120.9944232,10.01099967956543,264.1443176269531,0.0,8.7,-39.78,-7.5,170.60068,0,0,-85,0,0,0,0,16,0,0
24.7896238,120.9944063,10.01200008392334,261.48760986328125,0.0,5.2799997,-27.06,-30.359999,-123.12809,0,0,-85,0,0,0,0,16,0,0
24.7896238,120.9944063,10.01200008392334,261.48760986328125,0.0,3.06,-18.119999,-36.6,24.2657,0,0,-85,0,0,0,0,16,0,0
24.7896176,120.9943911,9.925000190734863,260.11761474609375,0.0,18.119999,-35.34,-11.34,-145.25974,0,0,-85,0,0,0,0,16,0,0
24.7896176,120.9943911,9.925000190734863,260.11761474609375,0.0,2.7,-40.379997,-6.12,-169.18817,0,0,-88,0,0,0,0,16,0,0
24.7896176,120.9943911,9.925000190734863,260.11761474609375,0.0,-5.1,-16.68,-37.38,-21.477531,0,0,-88,0,0,0,0,16,0,0
24.7896176,120.9943911,9.925000190734863,260.11761474609375,0.0,-0.42,-20.46,-36.12,-114.02376,0,0,-88,0,0,0,0,16,0,0
24.7896093,120.9943781,9.939000129699707,257.892333984375,0.0,15.9,-37.559998,-10.679999,-156.2597,0,0,-88,0,0,0,0,16,0,0
24.7896093,120.9943781,9.939000129699707,257.892333984375,0.0,5.52,-34.5,-19.08,-149.99245,0,0,-88,0,0,0,0,16,0,0
24.7895999,120.9943634,9.888999938964844,255.62054443359375,0.0,-0.42,-17.76,-36.48,41.491142,0,0,-88,0,0,0,0,16,0,0
24.7895999,120.9943634,9.888999938964844,255.62054443359375,0.0,11.16,-30.96,-24.9,-127.770874,0,0,-88,0,0,0,0,16,0,0
24.7895999,120.9943634,9.888999938964844,255.62054443359375,0.0,15.599999,-39.36,-0.65999997,138.96567,0,0,-88,0,0,0,0,16,0,0
24.7895899,120.9943483,9.809000015258789,253.12681579589844,0.0,-6.18,-33.78,-20.58,-153.10847,0,0,-88,0,0,0,0,16,0,0
24.7895899,120.9943483,9.809000015258789,253.12681579589844,0.0,-7.56,-16.619999,-36.239998,101.97069,0,0,-88,0,0,0,0,16,0,0
24.7895899,120.9943483,9.809000015258789,253.12681579589844,0.0,10.38,-34.98,-17.699999,-148.62468,0,0,-88,0,0,0,0,16,0,0
24.7895805,120.9943346,9.736000061035156,250.9696044921875,0.0,10.0199995,-40.26,-0.06,163.77785,0,0,-88,0,0,0,0,16,0,0
24.7895805,120.9943346,9.736000061035156,250.9696044921875,0.0,1.62,-28.38,-28.98,-105.24574,0,0,-88,0,0,0,0,16,0,0
24.7895805,120.9943346,9.736000061035156,250.9696044921875,0.0,4.5,-22.859999,-32.88,-75.55579,0,0,-82,0,0,0,0,16,0,0
24.7895718,120.9943215,9.593000411987305,249.2141876220703,0.0,18.42,-38.64,-5.4,-156.84418,0,0,-82,0,0,0,0,16,0,0
24.7895718,120.9943215,9.593000411987305,249.2141876220703,0.0,7.5,-41.28,-0.9,-174.32904,0,0,-82,0,0,0,0,16,0,0
24.7895628,120.9943076,9.604000091552734,247.43653869628906,0.0,1.1999999,-26.22,-31.019999,-12.653947,0,0,-82,0,0,0,0,16,0,0
24.7895628,120.9943076,9.604000091552734,247.43653869628906,0.0,6.96,-29.34,-26.64,-122.811134,0,0,-82,0,0,0,0,16,0,0
24.7895628,120.9943076,9.604000091552734,247.43653869628906,0.0,13.679999,-39.54,1.4399999,145.33012,0,0,-82,0,0,0,0,16,0,0
