lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,25_dbm,33_dbm,189_dbm,188_dbm,208_dbm,476_dbm,246_dbm,181_dbm,200_dbm,196_dbm,459_dbm,195_dbm,419_dbm,131_dbm,484_dbm,443_dbm,timestamp,intersection_points,label
24.7896128,120.9945987,10.262999534606934,281.46826171875,0.0,6.72,-34.38,-24.96,-133.18718,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7896128,120.9945987,10.262999534606934,281.46826171875,0.0,-15.179999,-7.02,-41.219997,70.871506,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7896128,120.9945987,10.262999534606934,281.46826171875,0.0,-3.3,-5.3399997,-43.86,-76.21975,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7896128,120.9945987,10.262999534606934,281.46826171875,0.0,5.7,-31.08,-31.019999,-48.433853,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7896067,120.9945799,10.291999816894531,276.6103515625,0.0,-0.53999996,-8.94,-43.14,-108.04441,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7896067,120.9945799,10.291999816894531,276.6103515625,0.0,-10.32,3.4199998,-43.92,76.97239,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789604,120.9945646,10.310999870300293,274.5185546875,0.0,9.66,-16.859999,-38.16,-116.663704,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789604,120.9945646,10.310999870300293,274.5185546875,0.0,14.639999,-28.859999,-29.4,-168.57205,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895966,120.9945466,10.270999908447266,271.03070068359375,0.0,-3.78,-6.0,-42.719997,-10.391011,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895966,120.9945466,10.270999908447266,271.03070068359375,0.0,-7.3199997,-12.96,-41.399998,-3.81296,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895966,120.9945466,10.270999908447266,271.03070068359375,0.0,13.679999,-32.04,-25.619999,61.99646,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895885,120.9945305,10.130999565124512,268.1365966796875,0.0,-11.46,-32.64,-21.84,-143.85844,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895885,120.9945305,10.130999565124512,268.1365966796875,0.0,-24.779999,-4.62,-34.38,71.74301,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895885,120.9945305,10.130999565124512,268.1365966796875,0.0,-17.76,-19.199999,-34.2,-112.33481,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895806,120.9945148,10.04699993133545,265.35137939453125,0.0,2.3999999,-38.64,-15.9,166.36594,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895806,120.9945148,10.04699993133545,265.35137939453125,0.0,-21.119999,-20.4,-31.679998,-122.78896,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895806,120.9945148,10.04699993133545,265.35137939453125,0.0,-25.859999,-15.299999,-33.12,20.400852,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895806,120.9945148,10.04699993133545,265.35137939453125,0.0,2.76,-35.579998,-25.68,160.26353,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895806,120.9945148,10.04699993133545,265.35137939453125,0.0,-2.1,-40.2,-16.5,-156.40494,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895712,120.9944986,9.939000129699707,261.51654052734375,0.0,-29.939999,-15.299999,-28.98,81.976814,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895712,120.9944986,9.939000129699707,261.51654052734375,0.0,-25.56,-19.92,-29.4,-112.99081,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895666,120.9944843,9.9350004196167,260.1234130859375,0.0,5.1,-40.86,-11.219999,124.8126,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895666,120.9944843,9.9350004196167,260.1234130859375,0.0,-24.779999,-28.859999,-17.4,-145.86519,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895581,120.9944675,9.954000473022461,257.4184265136719,0.0,-30.3,-10.98,-30.0,90.9115,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895581,120.9944675,9.954000473022461,257.4184265136719,0.0,-7.3799996,-36.3,-22.02,-145.26407,0,-83,0,-76,-83,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895581,120.9944675,9.954000473022461,257.4184265136719,0.0,-2.76,-42.54,-3.1799998,-175.59918,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895486,120.99445,9.876999855041504,254.86376953125,0.0,-21.779999,-12.599999,-37.739998,-43.714336,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895486,120.99445,9.876999855041504,254.86376953125,0.0,-24.06,-15.66,-34.079998,-90.668304,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895486,120.99445,9.876999855041504,254.86376953125,0.0,13.559999,-38.76,-17.279999,-7.3607435,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895486,120.99445,9.876999855041504,254.86376953125,0.0,-9.059999,-41.46,-12.179999,-160.75435,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895383,120.9944352,9.861000061035156,251.4529266357422,0.0,-25.199999,-19.32,-31.38,87.94929,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895321,120.994423,9.809000015258789,250.15065002441406,0.0,-3.12,-33.96,-26.64,-145.87045,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895321,120.994423,9.809000015258789,250.15065002441406,0.0,11.94,-42.12,-2.7,155.26459,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895235,120.9944098,9.833000183105469,247.77549743652344,0.0,-17.64,-28.74,-27.42,-132.21413,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895235,120.9944098,9.833000183105469,247.77549743652344,0.0,-21.3,-18.66,-33.48,112.65409,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895235,120.9944098,9.833000183105469,247.77549743652344,0.0,8.88,-38.7,-16.92,-142.4801,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895235,120.9944098,9.833000183105469,247.77549743652344,0.0,-3.36,-41.28,1.14,-178.58835,0,0,0,0,-83,-64,-82,0,0,0,0,0,0,0,0,0,16,0,1
24.7895132,120.9943972,9.913999557495117,244.52642822265625,0.0,-19.68,-22.32,-33.18,40.76962,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895132,120.9943972,9.913999557495117,244.52642822265625,0.0,-16.98,-21.18,-34.32,-105.36992,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895051,120.9943847,9.977999687194824,243.22500610351562,0.0,18.779999,-40.62,-4.8599997,107.095314,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895051,120.9943847,9.977999687194824,243.22500610351562,0.0,-6.7799997,-41.7,-4.8599997,-170.54005,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895051,120.9943847,9.977999687194824,243.22500610351562,0.0,-24.72,-20.039999,-31.439999,114.297714,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894923,120.9943716,9.961000442504883,239.80322265625,0.0,-3.36,-30.119999,-31.14,-133.79437,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894923,120.9943716,9.961000442504883,239.80322265625,0.0,10.62,-40.92,-4.2,161.777,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894923,120.9943716,9.961000442504883,239.80322265625,0.0,-13.08,-32.399998,-25.38,-109.69224,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894923,120.9943716,9.961000442504883,239.80322265625,0.0,-9.48,-32.219997,-26.34,-133.42343,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789482,120.9943597,9.918000221252441,237.8794708251953,0.0,15.12,-39.6,-2.8799999,143.19327,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789482,120.9943597,9.918000221252441,237.8794708251953,0.0,-4.92,-41.16,1.0799999,-178.38425,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789471,120.994349,9.963000297546387,235.65206909179688,0.0,-21.06,-25.74,-28.26,111.27255,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789471,120.994349,9.963000297546387,235.65206909179688,0.0,-3.4199998,-34.32,-25.38,-142.76347,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789471,120.994349,9.963000297546387,235.65206909179688,0.0,12.96,-39.6,7.08,156.12932,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894576,120.9943393,10.0,232.87106323242188,0.0,-20.52,-35.16,4.74,-168.03082,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894576,120.9943393,10.0,232.87106323242188,0.0,-30.179998,-25.199999,-17.279999,101.267525,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894441,120.994331,9.932999610900879,230.01641845703125,0.0,0.42,-43.32,-4.02,-170.39696,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894441,120.994331,9.932999610900879,230.01641845703125,0.0,-4.08,-35.1,22.68,170.95547,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894441,120.994331,9.932999610900879,230.01641845703125,0.0,-31.08,-23.76,-21.72,93.59825,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894441,120.994331,9.932999610900879,230.01641845703125,0.0,-23.039999,-28.859999,-21.84,-155.53148,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894286,120.9943226,9.934000015258789,226.2725372314453,0.0,2.76,-41.46,1.86,173.73047,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894286,120.9943226,9.934000015258789,226.2725372314453,0.0,-24.24,-33.899998,0.48,-174.29018,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894186,120.9943149,9.958999633789062,225.2252655029297,0.0,-25.92,-26.64,-20.64,113.71396,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894186,120.9943149,9.958999633789062,225.2252655029297,0.0,12.36,-39.6,-14.28,168.8328,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894186,120.9943149,9.958999633789062,225.2252655029297,0.0,10.98,-41.76,16.56,155.22641,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894046,120.9943076,10.074999809265137,222.50575256347656,0.0,-21.359999,-31.679998,-23.519999,156.15053,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894046,120.9943076,10.074999809265137,222.50575256347656,0.0,-8.4,-34.44,-26.34,-149.09282,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894046,120.9943076,10.074999809265137,222.50575256347656,0.0,21.96,-38.399998,-8.099999,-160.76915,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894046,120.9943076,10.074999809265137,222.50575256347656,0.0,24.42,-35.88,-15.54,-138.57172,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893926,120.9942996,10.112000465393066,220.74081420898438,0.0,24.0,-9.9,-37.8,-160.52109,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893926,120.9942996,10.112000465393066,220.74081420898438,0.0,28.08,-31.26,-18.9,-132.71042,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893926,120.9942996,10.112000465393066,220.74081420898438,0.0,12.3,-38.879997,-19.14,-149.8855,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893926,120.9942996,10.112000465393066,220.74081420898438,0.0,14.16,-26.16,-33.84,-138.80315,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893926,120.9942996,10.112000465393066,220.74081420898438,0.0,7.2,-22.68,-37.68,134.65439,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893691,120.9942846,10.163999557495117,218.2993621826172,0.0,17.22,-39.54,-3.54,154.52016,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893691,120.9942846,10.163999557495117,218.2993621826172,0.0,-5.04,-40.739998,-8.099999,-170.16774,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893572,120.9942794,10.043000221252441,216.83876037597656,0.0,-3.72,-29.46,-30.96,122.69163,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893572,120.9942794,10.043000221252441,216.83876037597656,0.0,0.06,-36.3,-22.68,-146.69785,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893572,120.9942794,10.043000221252441,216.83876037597656,0.0,8.04,-41.04,9.78,155.34503,0,-86,0,0,-81,-78,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892656,120.9942517,10.008000373840332,203.69137573242188,0.0,-1.8,-41.64,-6.72,-171.85419,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892656,120.9942517,10.008000373840332,203.69137573242188,0.0,9.0,-36.42,22.98,169.07281,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892656,120.9942517,10.008000373840332,203.69137573242188,0.0,-11.219999,-39.3,5.2799997,169.83528,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892491,120.9942514,9.998000144958496,200.86338806152344,0.0,-10.38,-37.86,-17.1,151.26837,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892312,120.9942501,9.95199966430664,198.9278106689453,0.0,13.2,-40.68,2.1,159.36703,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892312,120.9942501,9.95199966430664,198.9278106689453,0.0,-2.1,-35.34,23.279999,169.99414,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892312,120.9942501,9.95199966430664,198.9278106689453,0.0,-13.559999,-38.82,-12.54,169.13211,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892312,120.9942501,9.95199966430664,198.9278106689453,0.0,-0.78,-41.82,-10.44,-169.12666,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892137,120.9942495,9.906000137329102,196.69027709960938,0.0,14.16,-36.48,21.66,150.3795,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892137,120.9942495,9.906000137329102,196.69027709960938,0.0,-9.3,-42.48,10.86,164.80643,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892137,120.9942495,9.906000137329102,196.69027709960938,0.0,-9.48,-35.88,-25.98,147.52077,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7892137,120.9942495,9.906000137329102,196.69027709960938,0.0,14.82,-40.92,-3.8999999,-169.51176,0,0,0,0,-82,0,0,-79,-84,0,0,0,0,0,0,0,16,0,1
24.7891963,120.9942507,9.85099983215332,193.68716430664062,0.0,11.82,-32.52,24.0,165.94968,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891816,120.9942493,9.822999954223633,192.84002685546875,0.0,-26.279999,-32.16,-9.3,162.70358,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891816,120.9942493,9.822999954223633,192.84002685546875,0.0,-19.619999,-33.78,-17.46,159.40955,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891816,120.9942493,9.822999954223633,192.84002685546875,0.0,12.78,-41.82,1.62,157.63533,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891816,120.9942493,9.822999954223633,192.84002685546875,0.0,-13.08,-36.96,11.58,167.51363,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891648,120.9942505,9.788999557495117,191.0359344482422,0.0,-30.119999,-25.68,-19.8,120.8076,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891648,120.9942505,9.788999557495117,191.0359344482422,0.0,-14.82,-35.46,-20.22,-155.02759,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891489,120.9942512,9.708999633789062,190.05105590820312,0.0,-3.4199998,-31.14,27.119999,-153.13603,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891489,120.9942512,9.708999633789062,190.05105590820312,0.0,-29.34,-30.119999,0.84,162.9392,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891489,120.9942512,9.708999633789062,190.05105590820312,0.0,-25.56,-30.0,-18.779999,121.81175,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891352,120.994251,9.720000267028809,189.55206298828125,0.0,2.1599998,-43.92,3.1799998,173.10844,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891352,120.994251,9.720000267028809,189.55206298828125,0.0,-6.54,-25.98,34.14,165.56418,0,0,0,0,-82,0,0,-84,-84,0,0,0,0,0,0,0,16,0,1
24.7891196,120.9942521,9.711000442504883,188.4997100830078,0.0,-20.039999,-35.28,-17.699999,141.77852,0,0,0,0,-81,0,0,-83,-83,0,0,0,0,0,0,0,16,0,1
24.7891196,120.9942521,9.711000442504883,188.4997100830078,0.0,-9.54,-38.16,-22.32,-167.59274,0,0,0,0,-81,0,0,-83,-83,0,0,0,0,0,0,0,16,0,1
24.7891196,120.9942521,9.711000442504883,188.4997100830078,0.0,1.9799999,-36.239998,24.24,163.50021,0,0,0,0,-81,0,0,-83,-83,0,0,0,0,0,0,0,16,0,1
24.7891196,120.9942521,9.711000442504883,188.4997100830078,0.0,-8.82,-38.219997,17.16,160.74698,0,0,0,0,-81,0,0,-83,-83,0,0,0,0,0,0,0,16,0,1
24.7891036,120.9942528,9.737000465393066,187.14743041992188,0.0,-15.299999,-36.719997,-19.439999,145.70108,0,0,0,0,-81,0,0,-83,-83,0,0,0,0,0,0,0,16,0,1
24.7891036,120.9942528,9.737000465393066,187.14743041992188,0.0,0.0,-43.98,-6.12,-172.34132,0,0,0,0,-81,0,0,-83,-83,0,0,0,0,0,0,0,16,0,1
24.7891036,120.9942528,9.737000465393066,187.14743041992188,0.0,-2.8799999,-32.7,27.0,-168.2165,0,0,0,0,-81,0,0,-83,-83,0,0,0,0,0,0,0,16,0,1
24.7890861,120.9942543,9.852999687194824,185.49822998046875,0.0,-17.64,-40.5,-0.42,163.46948,0,0,0,0,-81,0,0,-83,-83,0,0,0,0,0,0,0,16,0,1
