lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,25_dbm,33_dbm,181_dbm,200_dbm,208_dbm,189_dbm,246_dbm,254_dbm,131_dbm,459_dbm,476_dbm,188_dbm,195_dbm,443_dbm,timestamp,intersection_points,label
24.7895469,120.994323,13.720000267028809,212.87681579589844,0.0,2.46,-44.04,-5.1,179.4738,0,0,-92,-94,-92,0,0,0,0,0,0,0,0,0,16,0,0
24.7895469,120.994323,13.720000267028809,212.87681579589844,0.0,6.18,-41.879997,-7.68,176.46858,0,0,-92,-94,-92,0,0,0,0,0,0,0,0,0,16,0,0
24.7895371,120.9943173,14.065999984741211,211.213623046875,0.0,-4.2,-40.2,-16.74,166.72313,0,0,-92,-94,-92,0,0,0,0,0,0,0,0,0,16,0,0
24.7895371,120.9943173,14.065999984741211,211.213623046875,0.0,-6.7799997,-37.739998,-22.98,176.42152,0,0,-92,-94,-92,0,0,0,0,0,0,0,0,0,16,0,0
24.7895371,120.9943173,14.065999984741211,211.213623046875,0.0,8.76,-42.48,-9.66,177.37857,0,0,-92,-94,-92,0,0,0,0,0,0,0,0,0,16,0,0
24.7895371,120.9943173,14.065999984741211,211.213623046875,0.0,13.799999,-40.86,-10.86,169.9424,0,0,-92,-94,-92,0,0,0,0,0,0,0,0,0,16,0,0
24.7895247,120.9943125,13.989999771118164,208.34805297851562,0.0,2.04,-40.44,-18.9,-171.26173,0,0,-92,-94,-92,0,0,0,0,0,0,0,0,0,16,0,0
24.7895141,120.9943089,13.90999984741211,206.63412475585938,0.0,-0.59999996,-42.3,-15.12,178.5923,0,0,-91,-80,-86,0,0,0,0,0,0,0,0,0,16,0,0
24.7895141,120.9943089,13.90999984741211,206.63412475585938,0.0,11.639999,-41.04,-11.5199995,-179.01305,0,0,-91,-80,-86,0,0,0,0,0,0,0,0,0,16,0,0
24.7895141,120.9943089,13.90999984741211,206.63412475585938,0.0,7.56,-42.96,-8.58,-176.07138,0,0,-91,-80,-86,0,0,0,0,0,0,0,0,0,16,0,0
24.7895012,120.9943038,13.807999610900879,205.6673126220703,0.0,-9.42,-37.38,-25.74,-153.38225,0,0,-91,-80,-86,0,0,0,0,0,0,0,0,0,16,0,0
24.7895012,120.9943038,13.807999610900879,205.6673126220703,0.0,-3.06,-42.0,-14.759999,172.49496,0,0,-91,-80,-86,0,0,0,0,0,0,0,0,0,16,0,0
24.789486,120.9943,13.607000350952148,203.80389404296875,0.0,8.4,-40.559998,-14.34,177.96857,0,0,-91,-80,-86,0,0,0,0,0,0,0,0,0,16,0,0
24.7890957,120.9950875,10.055000305175781,3.5858871936798096,0.0,31.08,34.739998,-13.44,-22.2779,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7890957,120.9950875,10.055000305175781,3.5858871936798096,0.0,35.76,30.72,-10.38,-46.257484,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7890957,120.9950875,10.055000305175781,3.5858871936798096,0.0,21.539999,5.52,-36.6,94.687035,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7890957,120.9950875,10.055000305175781,3.5858871936798096,0.0,16.26,7.5,-40.14,44.907444,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891091,120.9950902,10.074000358581543,3.9630796909332275,0.0,34.26,19.8,-23.58,-84.526184,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891091,120.9950902,10.074000358581543,3.9630796909332275,0.0,37.2,14.639999,-18.539999,-47.85725,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891239,120.9950932,10.006999969482422,4.23616886138916,0.0,18.359999,3.24,-37.62,67.42376,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891239,120.9950932,10.006999969482422,4.23616886138916,0.0,25.859999,21.96,-29.64,18.57644,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891239,120.9950932,10.006999969482422,4.23616886138916,0.0,36.239998,28.92,-7.74,-85.54848,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891387,120.9950954,9.906000137329102,4.322709083557129,0.0,27.66,17.22,-30.06,-9.10096,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891387,120.9950954,9.906000137329102,4.322709083557129,0.0,11.4,10.26,-39.48,59.702534,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891547,120.9950969,9.914999961853027,4.207115650177002,0.0,27.3,27.359999,-24.84,-20.022573,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891547,120.9950969,9.914999961853027,4.207115650177002,0.0,33.6,29.4,-13.799999,-102.80061,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891547,120.9950969,9.914999961853027,4.207115650177002,0.0,17.88,14.639999,-39.12,65.660774,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891547,120.9950969,9.914999961853027,4.207115650177002,0.0,1.4399999,16.38,-43.5,73.37672,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891707,120.995098,9.855999946594238,4.099013328552246,0.0,25.38,31.199999,-26.4,-23.96371,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7891707,120.995098,9.855999946594238,4.099013328552246,0.0,28.98,28.619999,-24.72,-44.167706,-80,0,0,0,0,0,-95,-96,0,0,0,0,0,0,16,0,0
24.7896006,120.9948985,9.927000045776367,301.2537841796875,0.0,41.64,-1.14,-14.219999,-106.480194,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896006,120.9948985,9.927000045776367,301.2537841796875,0.0,36.66,13.92,-22.38,25.683153,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896006,120.9948985,9.927000045776367,301.2537841796875,0.0,42.719997,7.44,-13.0199995,-62.22094,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896066,120.9948855,9.944000244140625,298.20013427734375,0.0,44.94,-1.3199999,-4.38,-116.41282,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896066,120.9948855,9.944000244140625,298.20013427734375,0.0,42.059998,2.6399999,-15.54,-78.68867,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896066,120.9948855,9.944000244140625,298.20013427734375,0.0,41.52,15.96,-15.839999,75.69025,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896167,120.9948719,9.968000411987305,306.1985168457031,0.0,44.34,-1.02,9.96,-90.81217,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896167,120.9948719,9.968000411987305,306.1985168457031,0.0,42.899998,-9.96,10.2,-157.01694,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896167,120.9948719,9.968000411987305,306.1985168457031,0.0,44.46,2.22,-2.9399998,158.06677,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896167,120.9948719,9.968000411987305,306.1985168457031,0.0,42.96,9.059999,-12.599999,127.85987,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896292,120.9948581,10.015000343322754,302.6126403808594,0.0,43.079998,1.38,14.759999,-81.41824,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896292,120.9948581,10.015000343322754,302.6126403808594,0.0,40.14,-11.58,1.14,-109.05316,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896374,120.9948451,10.052000045776367,300.96417236328125,0.0,43.92,11.82,-2.3999999,133.2347,-93,0,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896374,120.9948451,10.052000045776367,300.96417236328125,0.0,40.2,12.96,-14.639999,-68.89272,-88,-95,0,0,0,-96,0,0,0,0,0,0,0,0,16,0,0
24.7896374,120.9948451,10.052000045776367,300.96417236328125,0.0,38.82,-12.719999,5.1,-133.93228,-88,-95,0,0,0,-96,0,0,0,0,0,0,0,0,16,0,0
24.7896374,120.9948451,10.052000045776367,300.96417236328125,0.0,38.76,-14.099999,5.64,-107.35716,-88,-95,0,0,0,-96,0,0,0,0,0,0,0,0,16,0,0
24.7896463,120.9948292,10.069000244140625,296.7468566894531,0.0,43.02,2.7,0.24,106.83927,-88,-95,0,0,0,-96,0,0,0,0,0,0,0,0,16,0,0
24.7896463,120.9948292,10.069000244140625,296.7468566894531,0.0,41.04,3.54,21.0,-85.71262,-88,-95,0,0,0,-96,0,0,0,0,0,0,0,0,16,0,0
24.789652,120.9948159,10.097999572753906,294.8249206542969,0.0,33.0,-10.32,26.64,-165.24669,-88,-95,0,0,0,-96,0,0,0,0,0,0,0,0,16,0,0
24.789652,120.9948159,10.097999572753906,294.8249206542969,0.0,39.6,-6.54,15.9,-116.49524,-88,-95,0,0,0,-96,0,0,0,0,0,0,0,0,16,0,0
