lat,lon,bear,heading,magx_kalman,magy_kalman,magz_kalman,magx_lowess,magy_lowess,magz_lowess,mag,mag_kalman,mag_lowess,timestamp,intersection_points,33_dbm,25_dbm,181_dbm,189_dbm,188_dbm,208_dbm,200_dbm,246_dbm,label
24.7893159,120.99506389999999,354.2757263183594,-19.708565,21.81232216773047,14.793053887006893,-31.41101111053571,24.90144525337127,21.50318806718357,-27.838030887736064,42.57290612913336,41.00321280874163,43.097854197927994,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893159,120.99506389999999,354.2757263183594,-79.084305,22.725276859777225,14.199082627595665,-31.08601279779655,25.077291458358324,21.273260704320634,-27.66543229289271,43.86315994088889,41.04134924053528,42.97439134919859,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893159,120.99506389999999,354.2757263183594,31.999109999999998,22.529185943457527,13.153442457330902,-31.746809290754783,25.252737710826807,21.043148916104535,-27.492918739236238,43.40364500822483,41.090597073987055,42.852951578618395,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893159,120.99506389999999,354.2757263183594,98.47803499999999,22.551708177345358,12.449364112433125,-31.939020080342235,25.42778449380723,20.812847337544017,-27.320496161773413,42.35868054460626,41.032514085936626,42.733550625765844,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893325,120.99506219999999,358.8094482421875,-21.425320000000003,23.658376201057045,12.191734898949303,-31.423904526348053,25.602432465375074,20.582350944843363,-27.14817031085625,42.87834418444817,41.18032224252305,42.61620430995753,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893325,120.99506219999999,358.8094482421875,-68.19898,24.460049588253696,11.655843211336911,-31.042930638654674,25.776682656469692,20.35165508536786,-26.975946642175362,44.71767435813272,41.20456588126398,42.500928586651106,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893325,120.99506219999999,358.8094482421875,58.183342,24.180583822581813,10.586954437070077,-31.565812155531937,25.950536091634905,20.120755368860834,-26.803830572325857,42.8945031443424,41.14832603268122,42.3877394231721,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893325,120.99506219999999,358.8094482421875,74.4325,24.446478806249814,9.988570869279684,-31.505333542334377,26.12399358736284,19.889647623033884,-26.63182766412324,42.72821543308356,41.10946260471892,42.27665275601407,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893325,120.99506219999999,358.8094482421875,-62.48791,25.725967808232276,9.6543057429937,-30.725913098361744,26.29705619443283,19.658328037595815,-26.45994325099918,44.17833858351851,41.22029566581834,42.167684576853176,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893514,120.99506170000001,355.7416076660156,-49.268257,26.237292538578966,8.809162911673322,-30.504806122487622,26.469725287441783,19.42679318291072,-26.288182389162458,43.32220216009338,41.1890770414916,42.06085096012791,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893514,120.99506170000001,355.7416076660156,99.94374,26.41511871391205,7.3675714690965455,-30.51523000071663,26.64200210895858,19.195039900293644,-26.11655016649165,43.14801038286702,41.02705044259151,41.956167910648055,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893514,120.99506170000001,355.7416076660156,-12.214719,27.883796439743815,7.340199853083268,-29.64249098771849,26.813887855201685,18.963065243271796,-25.945051624641188,42.604605378104374,41.35289481684741,41.85365132383567,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893514,120.99506170000001,355.7416076660156,175.36305,29.816721919510762,7.76442450905212,-28.238234100063504,26.985384066313888,18.730866418810923,-25.773691493448837,46.597637552734405,41.793792111654476,41.75331703236622,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893514,120.99506170000001,355.7416076660156,-51.188354,30.511039392376365,8.239722282930435,-27.838210800183948,27.156492419598486,18.498440976792907,-25.602474295882836,45.6436369803722,42.11629766086332,41.655180820384665,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789368600000003,120.9950587,351.3615417480469,90.37278,30.5891464699549,9.008617635842967,-27.583998325584606,27.327214262456938,18.265786886144017,-25.43140475193394,43.0218822335797,42.16311227951549,41.559258385742986,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789368600000003,120.9950587,351.3615417480469,-45.276077,31.239932931895478,9.972785968349967,-26.718465026028685,27.497550655715926,18.032902547550858,-25.26048760968316,43.76057129425986,42.29971918236531,41.46556523951031,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893719,120.99506299999999,43.24645614624024,-101.35829,31.474160248563212,10.677023289182943,-26.25594332275407,27.66750264605745,17.799786773358537,-25.089727456715778,45.369007042252974,42.355591713936256,41.37411673617822,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893719,120.99506299999999,43.24645614624024,14.675429999999999,30.956146255245798,10.743082767108339,-26.797456173778286,27.837071039869695,17.56643866847046,-24.91912900421221,42.75925099624643,42.32966425218462,41.284928023438006,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893719,120.99506299999999,43.24645614624024,82.32741,30.801304503862944,10.900579583091979,-26.925176880419645,28.00625633541833,17.332857524801963,-24.74869721834469,42.40709662874841,42.33802244353052,41.19801400438552,16,0,-85.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7893796,120.99506909999998,47.33816528320313,-58.060715,31.35283258244917,11.189760482505704,-26.431253171434562,28.175059027757715,17.099042973184783,-24.578436946624464,44.65459359573214,42.50672881805188,41.113389358646245,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7893796,120.99506909999998,47.33816528320313,-68.33876,31.373524009978873,10.904828426741322,-26.622958635558547,28.343479705111644,16.86499498668617,-24.408352850498588,45.52181286372506,42.567537141958866,41.03106855261593,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7893796,120.99506909999998,47.33816528320313,100.366005,30.72901148623655,10.272084458412298,-27.407474746232133,28.511518720340245,16.630713707984714,-24.23844974629035,43.554710392884026,42.43769006446234,40.95106572826531,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7893796,120.99506909999998,47.33816528320313,-15.98141,30.778344468289372,10.241990442034984,-27.403727311895462,28.679176170822252,16.396199516990325,-24.068732571866807,43.237192323276496,42.46373896641863,40.87339467250126,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7893885,120.9950635,348.8166809082031,-103.6683,31.548914424912166,10.210072953767934,-26.736504691607628,28.84645227571487,16.161453208128943,-23.89920600574183,44.875385677228486,42.59601242177548,40.79806890526221,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7893987,120.99505359999999,340.43902587890625,-68.85077,31.511837400867314,9.984774912407072,-26.989956097490783,29.013347383040497,15.92647595151677,-23.72987448861481,45.36031589837094,42.67492655617129,40.72510166775078,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7893987,120.99505359999999,340.43902587890625,111.71213999999999,31.10666397492922,10.162936248217624,-27.179977865152093,29.17986158710216,15.691269258994707,-23.5607425778157,43.752549117508586,42.54011064377539,40.65450582676919,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7893987,120.99505359999999,340.43902587890625,-33.514812,31.48221131077438,10.738295782215227,-26.535904684766898,29.345994798862947,15.455835092916804,-23.391814727287485,44.553181394822985,42.55108533000804,40.586293811951755,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7893987,120.99505359999999,340.43902587890625,-84.38155,31.60614289450407,11.003657160611871,-26.018327331718723,29.51174702706953,15.220175856828323,-23.223095097399433,45.07318015627476,42.390825619661584,40.52047768234457,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894091,120.9950446,339.60552978515625,-4.411771,30.888083332030586,10.834012938757953,-26.671810271822864,29.67711813855048,14.98429421690909,-23.05458779918398,42.810956541521,42.22363072332549,40.45706900874877,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894091,120.9950446,339.60552978515625,90.93604,30.538112856489576,10.710337631466487,-26.90058436229163,29.842107733974935,14.748193047117915,-22.88629712025706,42.43255825424623,42.08240853430885,40.39607886958721,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894186,120.9950362,337.92828369140625,-53.016180000000006,31.28425494485306,10.820584541197835,-26.250136161182937,30.00671548464063,14.511875566286639,-22.7182271419699,44.005733152397426,42.247595265865925,40.33751790953053,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894186,120.9950362,337.92828369140625,-72.57255,31.79980267797318,10.46513957694578,-25.82125583701144,30.170941312934797,14.275345373520166,-22.55038160470727,44.741094841320106,42.278645315612756,40.28139639783804,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894186,120.9950362,337.92828369140625,117.37946000000001,31.571216963247956,9.863164434357664,-26.228315431403082,30.334785057266142,14.038606289101969,-22.382764173500867,43.610879376595925,42.21312927951244,40.22772406012432,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894186,120.9950362,337.92828369140625,9.078119000000001,31.91171971047176,9.798135911530078,-25.8697745428785,30.49824633887983,13.801662425654726,-22.215378573677327,43.85790573659445,42.23276639198398,40.17651006036398,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894299,120.99502749999999,338.0677490234375,-97.2899,32.80242448662069,9.886818999217901,-24.78225151572397,30.66132487766188,13.564518379601623,-22.048228218185915,47.91840269395475,42.28366389413708,40.1277630785132,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894407,120.99502150000001,338.66839599609375,-67.82771,32.487249389372636,9.858742245115714,-24.97734217999087,30.824020472562346,13.327179202318108,-21.88131622367352,46.02918779730976,42.14835458139823,40.081491280440666,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894407,120.99502150000001,338.66839599609375,92.67603000000001,31.282852638025584,9.844713276520013,-25.914197173761327,30.98633259646602,13.089650327118177,-21.714645883901618,43.54813888101304,41.7980964139504,40.03770222338294,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894407,120.99502150000001,338.66839599609375,-1.1798728,31.05194475390794,10.462962964697144,-25.802718628283085,31.148260448397377,12.851937622572803,-21.548220574846944,42.236462631711966,41.707039640937374,39.996402832729295,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894407,120.99502150000001,338.66839599609375,-129.0529,31.829468089929144,10.907362359040315,-24.89908791635694,31.309803455588206,12.6140474844439,-21.382043299124938,45.86606272049095,41.857498391395765,39.95759955268863,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894496,120.99501740000001,336.5638122558594,-55.78236999999999,31.575973183698295,11.666382937922313,-24.8763888027267,31.470961292252436,12.375986710905623,-21.216116689147444,45.060319572768236,41.856675611141235,39.92129831423929,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894496,120.99501740000001,336.5638122558594,90.45926999999999,31.03429694087421,12.88977584504856,-24.585771085862323,31.63173342127783,12.137762584735343,-21.050443351660302,42.46347136068836,41.638132136737056,39.88750437291916,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894593,120.99501310000001,337.0380554199219,-48.960087,31.698190469427775,14.008858319329661,-23.329497034200177,31.79211922800717,11.899382883612848,-20.885025614101522,43.62528122087009,41.776654034471555,39.85622226102617,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894593,120.99501310000001,337.0380554199219,-72.18645500000001,32.27292186317916,14.35326093715965,-22.432013139468115,31.952118360396522,11.66085566010577,-20.719865386934075,45.03738447112576,41.84199802359264,39.82745590789447,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894593,120.99501310000001,337.0380554199219,-174.02055,32.09150786405253,14.176555040104162,-23.029989672189316,32.11173047602901,11.422189033541706,-20.554964508447128,43.5817706932612,41.966891880323885,39.80120855484933,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894691,120.9950087,334.1695556640625,86.7355,31.954732123015667,14.177700745215992,-23.256967680896206,32.27095503513152,11.183391221204191,-20.390324960959777,43.34400936600122,41.98807746473799,39.777482701894634,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894691,120.9950087,334.1695556640625,-100.221634,32.37791061360867,14.454014276392252,-22.663490753044854,32.42979150747064,10.944470729300555,-20.22594844549104,45.09753430066881,42.081842135514144,39.756280098648475,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894691,120.9950087,334.1695556640625,-61.199780000000004,32.242331868899306,14.122220370482829,-22.975655588931154,32.58823950279263,10.705436376941659,-20.0618362625801,44.76036156690427,42.0343409877912,39.73760179148578,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894691,120.9950087,334.1695556640625,92.31978000000001,31.614684216923056,13.58005090003275,-23.68363714881999,32.746298503889946,10.466297113935264,-19.89798969644104,42.42933419227787,41.77105109020134,39.72144804690166,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894691,120.9950087,334.1695556640625,-14.287173000000001,31.991940289436478,13.270762112679828,-23.399711560425366,32.90396790794059,10.22706207946428,-19.73440988918823,43.69738605363027,41.79885012348201,39.707818330128525,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.7894785,120.99500400000001,333.0110778808594,-103.70479,32.33624516977666,12.926112908841613,-22.88638541609393,33.061247374049685,9.987740742314411,-19.57109747658223,46.0428365763883,41.67137847523193,39.696711444421666,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.789487,120.9950004,334.87677001953125,-17.399948000000002,31.60662441600189,12.626632739718247,-23.709900600250084,33.2181366135083,9.748342880330796,-19.40805271962,43.34201656591442,41.479753468308736,39.68812542000121,16,0,-80.0,-90.0,-95.0,0.0,0.0,0.0,0.0,,0
24.789487,120.9950004,334.87677001953125,83.2685,31.284716489775832,12.724725039397294,-23.76795302839402,33.37463515918515,9.508878628794394,-19.245275819335536,42.904027189997,41.29851939638831,39.68205748380697,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789496600000003,120.99499640000002,335.4583740234375,-40.016483,32.42497680256551,13.139196569873342,-22.52863918299582,33.53074275283377,9.269358603627563,-19.08276644445865,44.486306384774224,41.61198373769626,39.678504176104155,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789496600000003,120.99499640000002,335.4583740234375,-73.66076,33.22110569653473,13.298436172763271,-21.437779923488396,33.686459534775445,9.029793874008893,-18.92052359245024,45.42741003755333,41.71413041631472,39.67746144107027,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789496600000003,120.99499640000002,335.4583740234375,103.341385,33.129324444093655,13.467642460805365,-21.458851893362116,33.841785668650715,8.790195812784054,-18.758545889326783,43.0501976552954,41.70625679865504,39.67892442534144,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789496600000003,120.99499640000002,335.4583740234375,-31.516907,33.37356160542748,13.779372973291766,-20.83687749056271,33.99672117180341,8.550576129015562,-18.596831814681334,42.91715740819748,41.687422531562994,39.68288744679476,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789496600000003,120.99499640000002,335.4583740234375,-106.96672,34.31775530269786,13.973589732149069,-19.356211051406145,34.15126625016327,8.310946904276364,-18.43537924117218,45.32736921551923,41.804694058022314,39.68934406992743,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7895084,120.99499209999999,334.57080078125,-59.3464,34.61986650204021,13.729756455452236,-19.07769952147531,34.305421397775916,8.07132051926064,-18.274185374800954,44.24311455447051,41.84495176215188,39.6982871584683,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7895084,120.99499209999999,334.57080078125,105.195076,34.52434648511666,13.308710616966067,-19.19518234543502,34.45918704477965,7.831709593345742,-18.11324725605898,42.109956067419496,41.683417611623845,39.70970880151026,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789517899999996,120.9949872,332.3225402832031,-53.468178,35.28317118619431,13.323922720307506,-18.175794842589458,34.612563608948804,7.592127063561161,-17.952561591390953,43.28225453092758,41.866318249529904,39.72360029787671,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789517899999996,120.9949872,332.3225402832031,-101.12823,36.00821451453673,13.461032276221582,-16.879748748342962,34.765551824564085,7.352586358739445,-17.792124290016037,46.12099435940219,41.98472127183362,39.739952271996394,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789528100000002,120.99498200000001,331.270263671875,-66.963425,35.89335652501512,13.946547192849534,-16.742722589979024,34.91815252440567,7.113101380257904,-17.63193063136169,42.425897273245745,41.989974767308674,39.75875456742371,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789528100000002,120.99498200000001,331.270263671875,115.09962,35.83656566625611,14.62915046084623,-16.298361266966605,35.070366400928215,6.873686540691665,-17.471975616951564,41.70293514850004,41.99890548510188,39.77999620556029,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789528100000002,120.99498200000001,331.270263671875,-57.007404,36.45729467955414,15.140554823772158,-15.054518414311463,35.22219425145624,6.634356713965313,-17.31225359611586,43.70274093738288,42.24936994098657,39.803665427591966,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789528100000002,120.99498200000001,331.270263671875,-84.13074,36.86002407028883,15.435339971357644,-14.211606563999862,35.3736371826906,6.395127137883899,-17.15275806228149,45.11561115179978,42.413215577501155,39.82974978311429,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789537699999997,120.994976,329.3351745605469,-114.74718999999999,36.73070421415991,15.755978451072265,-14.66080963854007,35.52469635332332,6.156013396229214,-16.993482039534484,43.09324266935596,42.57152602710252,39.858236084382334,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789537699999997,120.994976,329.3351745605469,100.57265,36.83528861897577,15.83725930601338,-14.746905053696365,35.67537285763067,5.917031445982466,-16.834418218785462,42.679446569045396,42.72152242876989,39.88911037399421,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789545999999998,120.99496909999999,324.88623046875,-70.70748,37.54721538981386,15.468711744225232,-14.20107986844557,35.825667980770014,5.678197604108568,-16.675558498007536,46.325051538017746,43.02028702815657,39.92235796543267,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789545999999998,120.99496909999999,324.88623046875,-75.54618,37.79783033042292,14.868170719088198,-14.404294535808594,35.97558330674688,5.439528553128509,-16.516893815516106,46.00098694593411,43.095500685033414,39.95796349232552,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789545999999998,120.99496909999999,324.88623046875,102.58783000000001,37.55405677641163,14.284657017971535,-15.249091345451017,36.12512037818702,5.201041359505846,-16.358414537227052,43.119049154636976,42.97549759280212,39.99591078764872,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.789545999999998,120.99496909999999,324.88623046875,-38.622409999999995,38.042474807303044,13.586189578569956,-15.067701016957834,36.27428067430433,4.962753512226399,-16.20011034728033,42.517863310848554,43.11438333857463,40.03618283659649,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
24.7895532,120.99496359999999,325.3279724121094,-102.825554,39.138915623169446,12.428672891571328,-14.2926885087186,36.42306600963782,4.724682926850113,-16.04196957504218,47.030353291005675,43.48111740526586,40.07876188392404,16,0,0.0,-85.0,0.0,0.0,0.0,0.0,0.0,,0
