lat,lon,acc,bear,bearAcc,magnetometer_x,magnetometer_y,magnetometer_z,heading,25_dbm,33_dbm,208_dbm,181_dbm,246_dbm,200_dbm,189_dbm,459_dbm,188_dbm,timestamp,intersection_points,label
24.7893366,120.9950132,13.472000122070312,148.56378173828125,0.0,-44.34,4.3199997,-22.02,-83.50381,-78,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7893292,120.9950201,15.760000228881836,147.08375549316406,0.0,-30.06,-14.4,-33.12,-92.73915,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7893292,120.9950201,15.760000228881836,147.08375549316406,0.0,-33.3,34.5,-6.18,26.134537,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7893292,120.9950201,15.760000228881836,147.08375549316406,0.0,-39.96,24.42,1.4399999,51.835373,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7893577,120.9950125,19.867000579833984,342.17657470703125,0.0,-32.28,-13.08,-29.099998,-133.07893,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7893577,120.9950125,19.867000579833984,342.17657470703125,0.0,-36.059998,5.7599998,-28.8,-100.718575,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7893577,120.9950125,19.867000579833984,342.17657470703125,0.0,-34.98,28.74,5.3399997,63.56831,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7893577,120.9950125,19.867000579833984,342.17657470703125,0.0,-41.219997,8.7,-18.42,44.432606,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7893926,120.9949943,19.131000518798828,337.2996826171875,0.0,-26.82,-19.08,-29.22,-36.971294,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7893926,120.9949943,19.131000518798828,337.2996826171875,0.0,-31.98,29.58,-14.88,18.2514,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7894126,120.9949833,18.673999786376953,337.29052734375,0.0,-37.8,28.439999,-4.98,46.41704,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7894126,120.9949833,18.673999786376953,337.29052734375,0.0,-30.119999,-9.66,-35.399998,-125.58032,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7894126,120.9949833,18.673999786376953,337.29052734375,0.0,-35.88,3.24,-30.179998,-96.69094,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7894126,120.9949833,18.673999786376953,337.29052734375,0.0,-33.12,33.12,0.71999997,66.96857,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7894126,120.9949833,18.673999786376953,337.29052734375,0.0,-38.04,13.08,-22.74,-8.6098995,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7894369,120.9949692,19.68199920654297,330.3164978027344,0.0,-26.699999,-21.779999,-28.56,-17.072378,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7894531,120.9949586,19.208999633789062,326.78662109375,0.0,-24.359999,33.42,-14.099999,5.1080317,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7894531,120.9949586,19.208999633789062,326.78662109375,0.0,-32.46,32.94,0.65999997,40.82184,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7894711,120.9949473,21.610000610351562,325.82562255859375,0.0,-21.3,-15.54,-33.899998,-102.681984,-86,-84,0,0,0,0,0,0,0,17,0,ROAD
24.7894711,120.9949473,21.610000610351562,325.82562255859375,0.0,-26.16,-8.16,-35.04,-111.730354,-85,-87,0,0,0,0,0,0,0,17,0,ROAD
24.7894711,120.9949473,21.610000610351562,325.82562255859375,0.0,-35.94,27.72,-6.3599997,53.496563,-85,-87,0,0,0,0,0,0,0,17,0,ROAD
24.789484,120.9949393,18.152000427246094,326.9840393066406,0.0,-37.2,12.179999,-21.24,21.524946,-85,-87,0,0,0,0,0,0,0,17,0,ROAD
24.789484,120.9949393,18.152000427246094,326.9840393066406,0.0,-19.5,-19.98,-33.42,-5.773656,-85,-87,0,0,0,0,0,0,0,17,0,ROAD
24.7894999,120.994928,16.434999465942383,321.5029296875,0.0,-24.3,29.519999,-21.66,-0.80561703,-85,-87,0,0,0,0,0,0,0,17,0,ROAD
24.7894999,120.994928,16.434999465942383,321.5029296875,0.0,-29.58,34.02,-3.72,41.84356,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7894999,120.994928,16.434999465942383,321.5029296875,0.0,-26.64,-6.06,-34.8,-105.15351,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7894999,120.994928,16.434999465942383,321.5029296875,0.0,-28.859999,-2.22,-34.26,-118.77114,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895159,120.9949128,10.116000175476074,319.23785400390625,0.0,-29.34,34.559998,-7.9199996,46.29698,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895159,120.9949128,10.116000175476074,319.23785400390625,0.0,-35.219997,15.299999,-27.42,6.49625,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895292,120.9948999,10.107000350952148,319.9464416503906,0.0,-13.44,-24.9,-33.059998,25.750656,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895292,120.9948999,10.107000350952148,319.9464416503906,0.0,-27.42,21.06,-30.42,-8.693295,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895292,120.9948999,10.107000350952148,319.9464416503906,0.0,-36.3,26.4,-15.299999,73.336945,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895444,120.9948855,10.055000305175781,317.07965087890625,0.0,-14.7,-7.08,-41.28,-107.25642,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895444,120.9948855,10.055000305175781,317.07965087890625,0.0,-22.02,-13.74,-38.46,-108.810005,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895444,120.9948855,10.055000305175781,317.07965087890625,0.0,-26.699999,29.699999,-24.72,49.801437,-83,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895444,120.9948855,10.055000305175781,317.07965087890625,0.0,-16.56,15.24,-38.28,-0.16239516,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895578,120.9948712,9.907999992370605,312.3697204589844,0.0,19.32,6.96,-39.54,-69.33276,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895695,120.9948552,9.894000053405762,307.5195617675781,0.0,16.68,4.08,-41.52,-39.22865,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895695,120.9948552,9.894000053405762,307.5195617675781,0.0,16.08,11.94,-40.079998,28.62659,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895695,120.9948552,9.894000053405762,307.5195617675781,0.0,24.66,7.3799996,-36.84,-59.468346,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895695,120.9948552,9.894000053405762,307.5195617675781,0.0,28.92,10.98,-33.18,-75.70259,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895777,120.9948397,9.918000221252441,291.9427185058594,0.0,13.679999,22.02,-37.98,7.8572807,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895777,120.9948397,9.918000221252441,291.9427185058594,0.0,11.04,18.3,-40.86,-15.907593,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895777,120.9948397,9.918000221252441,291.9427185058594,0.0,11.82,-16.199999,-40.079998,37.567413,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895777,120.9948397,9.918000221252441,291.9427185058594,0.0,-16.92,2.58,-43.14,-67.16222,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895777,120.9948397,9.918000221252441,291.9427185058594,0.0,-27.72,12.24,-35.16,100.31782,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895933,120.9947994,9.774999618530273,299.9107360839844,0.0,-7.02,-23.039999,-34.8,-119.012794,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895933,120.9947994,9.774999618530273,299.9107360839844,0.0,-12.96,-31.08,-25.74,-130.63658,-86,-85,0,0,0,0,0,0,0,17,0,ROAD
24.7895933,120.9947994,9.774999618530273,299.9107360839844,0.0,-23.46,14.04,-35.88,8.625519,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7895933,120.9947994,9.774999618530273,299.9107360839844,0.0,-23.1,4.38,-37.559998,-18.578304,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7896058,120.9947771,9.819000244140625,314.79656982421875,0.0,1.3199999,-28.98,-28.56,15.308849,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7896058,120.9947771,9.819000244140625,314.79656982421875,0.0,-14.34,-10.86,-38.1,-106.54357,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7896185,120.9947614,9.829000473022461,311.1919860839844,0.0,-16.26,9.84,-37.02,83.25623,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7896185,120.9947614,9.829000473022461,311.1919860839844,0.0,-4.8599997,-5.7599998,-40.5,-94.277016,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7896185,120.9947614,9.829000473022461,311.1919860839844,0.0,9.12,-24.96,-30.179998,78.77862,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7896277,120.9947454,9.788000106811523,309.26641845703125,0.0,-18.6,0.65999997,-38.7,-30.644203,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7896277,120.9947454,9.788000106811523,309.26641845703125,0.0,-20.46,1.1999999,-37.44,38.503365,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7896277,120.9947454,9.788000106811523,309.26641845703125,0.0,1.0799999,-26.64,-32.7,95.81076,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7896277,120.9947454,9.788000106811523,309.26641845703125,0.0,-16.26,-18.359999,-33.719997,-117.646194,0,0,-84,-84,0,0,0,0,0,17,0,ROAD
24.7896347,120.9947293,9.8100004196167,297.5650939941406,0.0,-19.439999,6.2999997,-37.559998,81.94318,-91,0,0,0,-91,0,0,0,0,17,0,ROAD
24.7896347,120.9947293,9.8100004196167,297.5650939941406,0.0,-11.5199995,-12.66,-38.94,-100.97302,-91,0,0,0,0,-92,0,0,0,17,0,ROAD
24.7896383,120.9947156,9.829999923706055,291.56256103515625,0.0,11.28,-28.08,-29.099998,67.28841,-91,0,-93,0,0,0,0,0,0,17,0,ROAD
24.7896383,120.9947156,9.829999923706055,291.56256103515625,0.0,-22.619999,0.84,-37.14,-26.406155,-91,0,-93,0,0,0,0,0,0,17,0,ROAD
24.7896383,120.9947156,9.829999923706055,291.56256103515625,0.0,-29.46,4.68,-34.079998,86.15723,-91,0,-93,0,0,0,0,0,0,17,0,ROAD
24.7896381,120.9947005,9.807999610900879,283.7466125488281,0.0,-2.8799999,-25.859999,-32.399998,-118.50809,-91,0,-93,0,0,0,0,0,0,17,0,ROAD
24.7896381,120.9947005,9.807999610900879,283.7466125488281,0.0,-12.599999,-30.66,-27.18,-128.43964,-91,0,-93,0,0,0,0,0,0,17,0,ROAD
24.7896381,120.9947005,9.807999610900879,283.7466125488281,0.0,-30.9,12.48,-30.0,24.203142,-91,0,-93,0,0,0,0,0,0,17,0,ROAD
24.7896381,120.9947005,9.807999610900879,283.7466125488281,0.0,-26.58,7.2,-34.92,-10.141821,-91,0,-93,0,0,0,0,0,0,17,0,ROAD
24.7896368,120.9946824,9.814000129699707,279.0250244140625,0.0,5.22,-20.46,-37.62,-60.36429,-91,0,-93,0,0,0,0,0,0,17,0,ROAD
24.7896368,120.9946824,9.814000129699707,279.0250244140625,0.0,20.1,-10.559999,-35.219997,-95.8765,-91,0,-93,0,0,0,0,0,0,17,0,ROAD
24.7896373,120.9946671,9.833999633789062,280.95648193359375,0.0,25.859999,-1.3199999,-33.6,69.54365,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896373,120.9946671,9.833999633789062,280.95648193359375,0.0,32.52,-8.28,-26.16,-76.70987,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896373,120.9946671,9.833999633789062,280.95648193359375,0.0,33.42,-8.28,-25.08,-101.831055,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896373,120.9946671,9.833999633789062,280.95648193359375,0.0,31.98,-2.8799999,-30.119999,-29.78449,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896373,120.9946671,9.833999633789062,280.95648193359375,0.0,30.599998,0.53999996,-31.439999,-63.8365,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896373,120.9946671,9.833999633789062,280.95648193359375,0.0,32.399998,-11.099999,-25.74,-59.740818,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896369,120.9946389,9.88599967956543,232.54383850097656,0.0,22.619999,-5.1,-34.92,-95.359825,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896369,120.9946389,9.88599967956543,232.54383850097656,0.0,-6.66,-2.82,-42.36,80.5365,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896369,120.9946389,9.88599967956543,232.54383850097656,0.0,0.59999996,-25.439999,-31.38,-128.98395,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896369,120.9946389,9.88599967956543,232.54383850097656,0.0,8.88,-39.48,-1.0799999,160.93661,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896269,120.99462,9.902000427246094,248.21240234375,0.0,-16.14,-26.16,-28.439999,-140.74329,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896269,120.99462,9.902000427246094,248.21240234375,0.0,-18.48,-17.1,-34.5,105.9145,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896205,120.9945954,9.848999977111816,259.2391052246094,0.0,9.12,-35.34,-17.94,-128.4364,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896205,120.9945954,9.848999977111816,259.2391052246094,0.0,0.17999999,-39.239998,-13.139999,-150.89586,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896188,120.9945762,9.868000030517578,266.72003173828125,0.0,-19.56,-9.9,-37.32,-31.604683,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896188,120.9945762,9.868000030517578,266.72003173828125,0.0,-16.199999,-10.74,-37.98,-37.41637,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896188,120.9945762,9.868000030517578,266.72003173828125,0.0,10.8,-33.84,-22.56,84.05582,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896188,120.9945762,9.868000030517578,266.72003173828125,0.0,-12.24,-27.119999,-30.42,-132.6483,0,-87,-93,0,0,0,0,0,0,17,0,ROAD
24.7896159,120.9945531,9.892000198364258,264.99505615234375,0.0,-19.619999,-3.72,-39.3,75.154854,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7896159,120.9945531,9.892000198364258,264.99505615234375,0.0,0.17999999,-22.56,-36.36,-120.13482,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7896109,120.994535,9.88700008392334,257.63726806640625,0.0,15.54,-33.78,-16.5,126.36727,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7896109,120.994535,9.88700008392334,257.63726806640625,0.0,-10.86,-16.98,-37.559998,-65.310776,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7896109,120.994535,9.88700008392334,257.63726806640625,0.0,-12.719999,-12.059999,-38.879997,38.62536,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7896028,120.9945161,9.949999809265137,254.9143829345703,0.0,12.059999,-31.859999,-22.68,-79.5903,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7896028,120.9945161,9.949999809265137,254.9143829345703,0.0,-4.02,-33.48,-23.64,-143.76826,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895974,120.9944982,9.937999725341797,254.256103515625,0.0,-18.9,-6.18,-38.16,67.08474,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895974,120.9944982,9.937999725341797,254.256103515625,0.0,-2.8799999,-19.14,-37.86,-99.08894,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895974,120.9944982,9.937999725341797,254.256103515625,0.0,17.64,-34.14,-13.2,121.308846,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895974,120.9944982,9.937999725341797,254.256103515625,0.0,1.3199999,-24.84,-34.079998,-104.61315,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895898,120.994479,10.04800033569336,252.90060424804688,0.0,-2.1599998,-14.82,-39.66,70.06969,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895837,120.9944617,10.08899974822998,252.3302459716797,0.0,14.82,-33.36,-18.9,-150.92867,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895837,120.9944617,10.08899974822998,252.3302459716797,0.0,14.219999,-29.58,-23.64,-133.81047,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895837,120.9944617,10.08899974822998,252.3302459716797,0.0,15.96,-10.92,-38.219997,70.463486,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895837,120.9944617,10.08899974822998,252.3302459716797,0.0,17.16,-19.38,-32.88,-120.76922,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895837,120.9944617,10.08899974822998,252.3302459716797,0.0,21.119999,-36.899998,-5.94,-169.10687,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895837,120.9944617,10.08899974822998,252.3302459716797,0.0,18.359999,-32.82,-21.359999,-137.82088,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895711,120.9944289,10.241000175476074,250.52017211914062,0.0,18.3,-24.779999,-30.9,109.272255,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895711,120.9944289,10.241000175476074,250.52017211914062,0.0,18.6,-36.0,-12.0,-154.88197,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895711,120.9944289,10.241000175476074,250.52017211914062,0.0,10.139999,-40.2,-5.22,176.07274,0,0,-86,-93,0,0,0,0,0,17,0,ROAD
24.7895629,120.9944127,10.26200008392334,247.96177673339844,0.0,12.48,-31.38,-25.5,-118.62025,0,0,0,-84,0,0,0,0,0,17,0,ROAD
24.7895629,120.9944127,10.26200008392334,247.96177673339844,0.0,16.74,-30.9,-24.66,-137.6964,0,0,0,-84,0,0,0,0,0,17,0,ROAD
24.7895557,120.9943972,10.326000213623047,247.21267700195312,0.0,10.8,-38.64,-9.059999,-158.28462,0,0,0,-84,0,0,0,0,0,17,0,ROAD
24.7895557,120.9943972,10.326000213623047,247.21267700195312,0.0,6.7799997,-34.98,-21.539999,-149.88107,0,0,0,-84,0,0,0,0,0,17,0,ROAD
24.7895557,120.9943972,10.326000213623047,247.21267700195312,0.0,13.98,-25.08,-31.38,-108.192604,0,0,0,-84,0,0,0,0,0,17,0,ROAD
24.7895557,120.9943972,10.326000213623047,247.21267700195312,0.0,19.439999,-32.94,-17.22,-137.41713,0,0,0,-84,0,0,0,0,0,17,0,ROAD
24.7895462,120.9943818,10.277000427246094,245.0913543701172,0.0,17.88,-34.2,-16.619999,-144.31229,0,0,0,-84,0,0,0,0,0,17,0,ROAD
24.7895462,120.9943818,10.277000427246094,245.0913543701172,0.0,20.16,-27.359999,-25.08,-136.16695,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895462,120.9943818,10.277000427246094,245.0913543701172,0.0,15.719999,-16.92,-36.42,-164.41692,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895462,120.9943818,10.277000427246094,245.0913543701172,0.0,12.84,-39.12,-7.14,-166.34329,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895462,120.9943818,10.277000427246094,245.0913543701172,0.0,10.2,-39.36,-11.7,-158.46304,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895462,120.9943818,10.277000427246094,245.0913543701172,0.0,19.439999,-31.08,-23.64,26.848843,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895287,120.9943512,10.236000061035156,243.8817596435547,0.0,15.719999,-37.38,-15.179999,-143.06664,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895287,120.9943512,10.236000061035156,243.8817596435547,0.0,6.96,-41.219997,-0.12,-170.93309,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895287,120.9943512,10.236000061035156,243.8817596435547,0.0,7.8599997,-39.719997,-8.16,-162.34326,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895287,120.9943512,10.236000061035156,243.8817596435547,0.0,7.14,-37.02,-21.48,136.44852,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895287,120.9943512,10.236000061035156,243.8817596435547,0.0,15.599999,-40.32,1.92,-176.96056,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895074,120.9943216,10.01200008392334,241.04458618164062,0.0,3.48,-40.98,0.78,178.58151,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895074,120.9943216,10.01200008392334,241.04458618164062,0.0,7.44,-37.32,-16.619999,96.286804,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7895074,120.9943216,10.01200008392334,241.04458618164062,0.0,11.88,-37.92,-15.78,-151.66713,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7894903,120.9943069,9.918000221252441,238.3648223876953,0.0,8.46,-39.96,8.4,-160.66417,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7894903,120.9943069,9.918000221252441,238.3648223876953,0.0,1.92,-40.86,0.17999999,-178.58255,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7894903,120.9943069,9.918000221252441,238.3648223876953,0.0,1.02,-37.559998,-19.02,166.27853,0,-95,0,-90,0,0,0,0,0,17,0,ROAD
24.7894662,120.9942936,9.647000312805176,232.75335693359375,0.0,12.3,-39.12,1.8,-173.1885,0,-94,0,-85,0,0,0,0,0,17,0,ROAD
24.7894662,120.9942936,9.647000312805176,232.75335693359375,0.0,0.17999999,-38.76,11.219999,171.5009,0,-94,0,-85,0,0,0,0,0,17,0,ROAD
24.7894662,120.9942936,9.647000312805176,232.75335693359375,0.0,3.6,-38.94,-12.42,135.22931,0,-94,0,-85,0,0,0,0,0,17,0,ROAD
